world_size,uav + ugv,headless,cpu,memory,memory_percent,speed_up
small,60,False,25.0375,552.45,1.685929298400879,159.67768903784227
small,60,True,13.3375,344.89,1.0525107383728027,212.40224338263891
small,90,False,24.775,549.26,1.6762018203735352,75.58969959090325
small,90,True,13.3875,345.25,1.053619384765625,152.41214615017924
small,120,False,25.475,550.31,1.6794085502624512,88.73548401283202
small,120,True,13.4375,347.93,1.0617971420288086,122.96777570255166
small,150,False,25.5875,551.66,1.6835451126098633,67.84421070899822
small,150,True,13.2625,343.89,1.049482822418213,100.90617877967775
small,180,False,25.5875,552.9,1.687312126159668,59.20270988512742
small,180,True,13.225,346.1,1.056218147277832,85.5974456381331
small,210,False,25.5625,551.56,1.6832351684570312,49.65741708083396
small,210,True,13.275,345.57,1.0545849800109863,73.26174929122004
medium,60,False,25.675,579.85,1.769566535949707,165.08571717642874
medium,60,True,13.3,370.02,1.1292099952697754,229.39109299305704
medium,90,False,25.6,587.75,1.793670654296875,116.8915600242761
medium,90,True,13.3375,374.96,1.1443018913269043,157.50148599013
medium,120,False,25.5625,583.37,1.7802953720092773,88.12926790097123
medium,120,True,13.3625,373.04,1.1384248733520508,120.7989964238907
medium,150,False,25.6,585.23,1.7859935760498047,67.41727782084702
medium,150,True,13.3625,373.72,1.1405110359191895,98.83457676911144
medium,180,False,25.55,577.61,1.7627358436584473,58.11278705588836
medium,180,True,13.3125,382.02,1.1658191680908203,83.66406470529468
medium,210,False,25.55,585.51,1.7868399620056152,50.46725034748054
medium,210,True,13.3625,363.12,1.1081457138061523,73.1291775771252
large,60,False,25.6375,622.98,1.9011855125427246,169.88837449931484
large,60,True,13.2125,393.66,1.2013554573059082,231.2758925182518
large,90,False,25.6875,633.42,1.9330501556396484,115.63926644071678
large,90,True,13.275,399.82,1.2201666831970215,162.06679167253836
large,120,False,25.6375,620.23,1.8928050994873047,86.37241752585702
large,120,True,13.275,410.19,1.2518048286437988,122.1755358114758
large,150,False,25.5875,636.08,1.9411563873291016,66.87949831588296
large,150,True,13.4,414.48,1.2648940086364746,99.92848786983171
large,180,False,25.6375,631.57,1.9274115562438965,58.073119670440434
large,180,True,13.325,410.3,1.252126693725586,83.17865530286255
large,210,False,25.6125,619.03,1.8891215324401855,48.90658137909748
large,210,True,13.275,401.75,1.22603178024292,66.23089574292538
